"Longitude_Maxima","Latitude_Maxima","Daten_Maxima.Aktivität","Daten_Maxima.Zeitdauer_Transport","Daten_Maxima.Zeit_Auftreffen"
146.97393704359,46.7678318142999,32354403483.9931,4,105
145.544443469968,46.7634996506881,41273851230.082,1,102
145.830167098489,46.6200029990462,29122615094.878,2,103
146.495309251972,46.3007266784794,32545568307.0533,3,104
147.474387229869,45.7471742343413,151982721308.226,3,104
145.866626010663,47.5413171099934,52122365429.3774,1,102
145.919788745488,47.5542948457181,42262758594.3177,2,103
146.398754559479,47.2579526190324,41119331139.9634,3,104
146.97393704359,46.7678318142999,32354403483.9931,4,105
145.459364590863,46.5552618169348,128364443541.943,1,102
145.682428795545,46.427586787021,156581322941.283,2,103
146.686551201397,45.9959624369348,119839688959.148,3,104
148.051656401322,45.364898561578,134470061263.939,4,105
145.459364590863,47.6552618169348,149968282455.321,1,102
145.52067035838,47.6021951683813,116713278697.196,2,103
146.222650244996,47.1845054576154,72719278329.5989,3,104
147.198506991868,46.4910260103034,57422571195.0023,4,105
146.237182050169,47.33307927624,125208905754.894,1,102
146.129795844286,47.3578143638911,101524052375.322,2,103
146.569013217311,47.0545048175453,88584957948.2327,3,104
147.468158670397,46.5205479599513,79390330466.4921,4,105
146.559364590863,46.5552618169348,58410742764.6261,1,102
146.477883385443,46.6714429751249,85031537115.4135,2,103
147.010469908172,46.4964482325195,98643011848.4992,3,104
147.960498924397,46.0487119557193,106400486670.123,4,105
146.237182050169,45.7774443576295,47942949983.4921,1,102
146.43310029162,45.7934702957056,63069462037.2727,2,103
147.194416950692,45.6647791983413,42976881233.909,3,104
148.746545088582,45.1023724521352,45895636470.3554,4,105
145.459364590863,45.4552618169348,28413676271.0701,1,102
145.983918089403,45.3450050861712,31991576333.6072,2,103
147.139034168166,45.0625974988058,33226851688.2571,3,104
148.953669361359,44.4313884709561,62673398093.8385,4,105
144.681547131558,47.33307927624,30149157097.5388,1,102
145.118223709379,47.1262961376853,114432329329.264,2,103
146.141081528463,46.5804367756719,68817896094.9631,3,104
147.340283092356,45.8458791728639,79209389836.4371,4,105
144.359364590863,46.5552618169348,55471479592.6194,1,102
144.936261466601,46.2423722060563,36472020021.3933,2,103
146.364880640178,45.7156729731083,35440129930.5932,3,104
148.108243519773,44.99403394217,53078381258.2313,4,105
149.669885306016,44.4317723484568,431920974469.75,4,105
144.681547131558,47.33307927624,30149157097.5388,1,102
145.118223709379,47.1262961376853,114432329329.264,2,103
146.141081528463,46.5804367756719,68817896094.9631,3,104
147.340283092356,45.8458791728639,79209389836.4371,4,105
148.412408324659,46.8339546033392,116485989757.173,1,102
147.819082738215,47.362804298898,87639649623.2925,2,103
148.412408324659,47.9339546033392,78955715617.3845,1,102
149.190225783964,47.6117720626444,87569503851.9397,1,102
149.512408324659,46.8339546033392,100542984122.669,1,102
149.190225783964,46.056137144034,53484357463.7026,1,102
148.412408324659,45.7339546033392,18885291140.6155,1,102
148.221226441297,46.3060597417878,30667344682.7624,2,103
147.634590865354,47.6117720626444,53231026906.7193,1,102
147.312408324659,46.8339546033392,34020007537.5248,1,102
146.859805934172,47.1810733777634,25107805422.6541,2,103
147.634590865354,47.6117720626444,53231026906.7193,1,102
145.870122130348,46.7738398863454,51730778023.9371,1,102
145.805640866009,46.774334507679,59967965797.3084,2,103
146.386805917121,46.4517196797751,43237551375.4814,3,104
147.437695427042,45.8824907664017,40085293537.5582,4,105
145.870122130348,47.8738398863454,32558920987.9769,1,102
145.739010144098,47.9418304168864,16298738768.9334,2,103
146.344990898031,47.5964266475941,33186197367.5114,3,104
146.647939589653,47.5516573456506,41325811849.0925,1,102
146.392972885925,47.6662418264186,33315977748.1865,2,103
146.608209861474,47.4828282392239,26582057564.7424,3,104
146.970122130348,46.7738398863454,34355524782.8997,1,102
146.643956974368,47.0003369391539,29456587450.4117,2,103
146.979480830575,46.8008114252452,30206812318.2429,3,104
146.647939589653,45.9960224270402,13968700749.9516,1,102
146.755978714008,46.1573460105281,20237685504.0244,2,103
147.344682551638,46.1693076788023,28057242435.8481,3,104
148.410539527498,45.8278230268189,41152523762.0227,4,105
145.870122130348,45.6738398863454,8278634109.35797,1,102
146.250072571915,45.6998813464328,11586342166.7394,2,103
147.161361948971,45.5664002168022,13591527302.8415,3,104
148.366420314364,45.0478295234576,14514589664.4531,4,105
150.02491303673,44.4878903696311,130453360583.088,4,105
145.092304671043,47.5516573456506,23146338122.122,1,102
145.330322771329,47.4236920107509,39192131831.8026,2,103
146.029918940314,47.006002299985,24419017054.6179,3,104
144.770122130348,46.7738398863454,28514638800.2919,1,102
145.057441064705,46.5674922052695,19115513293.9424,2,103
146.270167640164,46.0274389429729,16678028807.506,3,104
147.443640882334,45.4332438008175,16542921827.6599,4,105
145.092304671043,47.5516573456506,23146338122.122,1,102
145.330322771329,47.4236920107509,39192131831.8026,2,103
146.029918940314,47.006002299985,24419017054.6179,3,104
147.523066660871,46.86287435809,52413382345.5771,1,102
147.070220519221,47.2099931325142,38682678245.2755,2,103
147.191967864785,47.1434273021194,36129067166.6272,3,104
147.864988331019,46.7282051837331,35243934954.2061,4,105
147.523066660871,47.96287435809,52353181883.005,1,102
148.300884120176,47.6406918173953,57615814146.6843,1,102
148.623066660871,46.86287435809,44866426854.1919,1,102
148.300884120176,46.0850568987848,25768995361.0018,1,102
147.523066660871,45.76287435809,10882162006.2966,1,102
147.420822184937,46.1647156223447,14961498767.3837,2,103
146.745249201566,47.6406918173953,26424853719.7301,1,102
146.423066660871,46.86287435809,17993523058.1454,1,102
146.745249201566,47.6406918173953,26424853719.7301,1,102
148.813065930128,46.3839806319526,202025786080.87,1,102
148.255619638928,47.0080503628663,88579345454.3786,2,103
148.001905429885,47.3461696827295,63862334235.3608,3,104
148.813065930128,47.4839806319526,119761123820.973,1,102
149.590883389433,47.1617980912579,137503814012.74,1,102
149.913065930128,46.3839806319526,140453020397.491,1,102
149.590883389433,45.6061631726474,58200051565.6501,1,102
149.005212578007,46.2832135634765,76953846792.925,2,103
148.813065930128,45.2839806319526,50744317395.3653,1,102
148.421164214013,45.9142919200618,36602926940.3635,2,103
148.480329189238,46.3051015948546,45496640552.3291,3,104
148.035248470823,47.1617980912579,61476837642.1276,1,102
147.495294899466,47.6096526957678,57124128665.3671,2,103
147.713065930128,46.3839806319526,29796863007.4466,1,102
147.405105197064,46.7621620398615,43602645071.1327,2,103
147.367974965493,46.8358135176264,36875659969.8692,3,104
148.035248470823,47.1617980912579,61476837642.1276,1,102
147.495294899466,47.6096526957678,57124128665.3671,2,103
146.83915133841,45.8212804104911,50189622035.2015,1,102
146.837851325349,46.1087415103256,72714120267.6115,2,103
147.390845166116,46.1147519263902,100809833241.657,3,104
148.379169777991,45.7757348667864,147861254270.031,4,105
149.628072518265,45.2111508331864,269505257710.41,4,105
146.83915133841,46.9212804104911,61719798946.9673,1,102
146.526571080767,47.1477774632996,52918843958.6316,2,103
146.868066096498,46.9492680168414,54266625088.4545,3,104
147.538641313901,46.5340458984551,151634775768.402,3,104
147.616968797716,46.5990978697963,47154383815.2419,1,102
147.307787587301,46.9772792777052,69002426884.002,2,103
147.270508242373,47.05093075547,58356781491.5619,3,104
147.843454343456,46.7718616754417,63457775719.7045,4,105
147.93915133841,45.8212804104911,54559084086.6263,1,102
147.746534405037,46.3221156749165,48536245254.8887,2,103
147.891880117398,46.4240718888005,67159944146.7145,3,104
148.534539556908,46.2624311755437,150284770274.226,3,104
147.616968797716,45.0434629511859,19295228528.0868,1,102
147.848433035475,45.4328211010495,37070748309.9975,2,103
148.256450197308,45.7107021363514,52969738375.3619,3,104
149.153940302631,45.6058160478259,211204328549.009,3,104
146.83915133841,44.7212804104911,20992101571.8442,1,102
147.253255340052,44.9096023576619,24198845651.3166,2,103
147.964787676344,44.9987851521691,28858601893.8054,3,104
149.08324958648,44.6976528932171,246490494645.489,3,104
146.061333879105,46.5990978697963,30573974934.3896,1,102
146.170569495092,46.586964224246,39525085206.2185,2,103
146.835306135865,46.2676879036792,52680973587.2254,3,104
147.738820947525,45.8324347412701,39260885963.4591,4,105
145.73915133841,45.8212804104911,25094811017.6007,1,102
146.161359997614,45.717410389416,16185368939.8817,2,103
147.249918817411,45.4421152742036,279259863804.973,2,103
146.061333879105,46.5990978697963,30573974934.3896,1,102
146.170569495092,46.586964224246,39525085206.2185,2,103
146.835306135865,46.2676879036792,52680973587.2254,3,104
147.738820947525,45.8324347412701,39260885963.4591,4,105
144.913542941681,46.2120105798413,28044747440.1092,1,102
145.447183916702,45.995647376754,36455396791.096,2,103
146.609731965073,45.6010369123622,27333298905.8874,3,104
148.349529318807,44.879397881424,37451625432.4399,4,105
150.003159914619,44.3194587275975,336605478343.36,4,105
144.913542941681,47.3120105798413,30219120461.0143,1,102
145.150479652371,47.1840452449417,39843830400.4784,2,103
146.174449655544,46.6381858829283,23961485330.2148,3,104
147.374930471202,45.9036282801203,27579666631.5111,4,105
145.691360400987,46.9898280391465,37715240820.4953,1,102
145.807772019997,46.884941950621,38370541711.0242,2,103
146.390134264044,46.562327122717,27665575219.6605,3,104
147.443164285672,45.9930982093437,25648601002.7467,4,105
146.013542941681,46.2120105798413,18237089962.9781,1,102
146.211005732073,46.2280365179173,20479446322.165,2,103
147.148562833841,45.9617408572659,27738553687.1911,3,104
148.391217595865,45.4771358472643,35995670517.6971,4,105
145.691360400987,45.4341931205361,10808320524.9753,1,102
146.215718030413,45.3239363897726,12169323244.6974,2,103
147.370404443669,45.0415288024072,18510594815.5048,3,104
148.927183000609,44.545456745465,23131070045.9776,4,105
144.913542941681,45.1120105798413,4209703675.77737,1,102
145.699912665585,44.8898412770373,4941506141.12217,2,103
147.381206938839,44.4251221585656,14656227221.89,3,104
149.142518188932,43.9016162804618,28050403022.7629,4,105
144.135725482376,46.9898280391465,2417839843.69205,1,102
144.89438924642,46.6387633226304,29395341599.7026,2,103
146.108712271937,46.0987100603338,19184522056.9869,3,104
147.593132764209,45.2965113958255,26376119280.5598,4,105
143.813542941681,46.2120105798413,4209703675.77737,1,102
144.651535708569,45.8232062151663,9285333013.29085,2,103
146.254628288104,45.1620957737752,9550600549.58272,3,104
147.66843781063,44.4736966637154,13746284026.3492,4,105
149.409960887683,44.1657422375963,196153352191.446,4,105
144.135725482376,46.9898280391465,2417839843.69205,1,102
144.89438924642,46.6387633226304,29395341599.7026,2,103
146.108712271937,46.0987100603338,19184522056.9869,3,104
147.593132764209,45.2965113958255,26376119280.5598,4,105
144.922489372183,45.7182565491786,17824306086.3354,1,102
145.607037263417,45.4928938915303,32259134217.0832,2,103
147.014641572181,45.0757847907361,39910111134.2194,3,104
148.829695483096,44.4445757628863,75279545186.8909,4,105
144.922489372183,46.8182565491786,56980401290.5676,1,102
145.210045559865,46.6119088681027,38198261110.4605,2,103
146.423766340483,46.0718556058061,33327470175.6912,3,104
147.790747492472,45.4407917304493,37396183144.5088,4,105
145.700306831488,46.4960740084838,37368325399.2657,1,102
145.923128127684,46.36839897857,43506501278.3127,2,103
146.681334499108,46.0632024498163,35151401196.3399,3,104
148.048101378026,45.4321385744595,39442784885.7019,4,105
146.022489372183,45.7182565491786,16543077995.5792,1,102
146.402741722518,45.744298009266,23152824441.3138,2,103
147.361810448225,45.6084944397487,45931906645.1942,3,104
148.693324590605,45.1925465588978,27124781036.6673,4,105
145.700306831488,44.9404390898734,7702605207.78421,1,102
146.365457432618,44.8320693415178,15181737894.0264,2,103
147.483468589414,44.61120641115,21851241712.1238,3,104
149.250413785408,44.0877005330462,45201326602.0253,4,105
144.922489372183,44.6182565491786,17553513758.9139,1,102
145.850917403273,44.334252284391,18570856779.1003,2,103
147.460338933536,43.9412384974213,32833858727.4875,3,104
149.606520597587,43.8362072564029,41689878993.7972,4,105
144.144671912878,46.4960740084838,7702605207.78421,1,102
144.924196748404,46.1291876702395,22845490605.8586,2,103
146.349877491235,45.6024884372914,22199131140.114,3,104
148.089719857081,44.8808494063532,33247449954.7277,4,105
143.822489372183,45.7182565491786,2125502575.13441,1,102
144.805477334566,45.2976637885543,8859023966.73586,2,103
146.448763943253,44.7338055174189,19871488872.4535,3,104
148.690055939551,44.1092735042435,37877143409.2328,4,105
144.144671912878,46.4960740084838,7702605207.78421,1,102
144.924196748404,46.1291876702395,22845490605.8586,2,103
146.349877491235,45.6024884372914,22199131140.114,3,104
148.089719857081,44.8808494063532,33247449954.7277,4,105
144.913542941681,46.2120105798413,28044747440.1092,1,102
145.447183916702,45.995647376754,36455396791.096,2,103
146.609731965073,45.6010369123622,27333298905.8874,3,104
148.349529318807,44.879397881424,37451625432.4399,4,105
150.003159914619,44.3194587275975,336605478343.36,4,105
144.913542941681,47.3120105798413,30219120461.0143,1,102
145.150479652371,47.1840452449417,39843830400.4784,2,103
146.174449655544,46.6381858829283,23961485330.2148,3,104
147.374930471202,45.9036282801203,27579666631.5111,4,105
145.691360400987,46.9898280391465,37715240820.4953,1,102
145.807772019997,46.884941950621,38370541711.0242,2,103
146.390134264044,46.562327122717,27665575219.6605,3,104
147.443164285672,45.9930982093437,25648601002.7467,4,105
146.013542941681,46.2120105798413,18237089962.9781,1,102
146.211005732073,46.2280365179173,20479446322.165,2,103
147.148562833841,45.9617408572659,27738553687.1911,3,104
148.391217595865,45.4771358472643,35995670517.6971,4,105
145.691360400987,45.4341931205361,10808320524.9753,1,102
146.215718030413,45.3239363897726,12169323244.6974,2,103
147.370404443669,45.0415288024072,18510594815.5048,3,104
148.927183000609,44.545456745465,23131070045.9776,4,105
144.913542941681,45.1120105798413,4209703675.77737,1,102
145.699912665585,44.8898412770373,4941506141.12217,2,103
147.381206938839,44.4251221585656,14656227221.89,3,104
149.142518188932,43.9016162804618,28050403022.7629,4,105
144.135725482376,46.9898280391465,2417839843.69205,1,102
144.89438924642,46.6387633226304,29395341599.7026,2,103
146.108712271937,46.0987100603338,19184522056.9869,3,104
147.593132764209,45.2965113958255,26376119280.5598,4,105
143.813542941681,46.2120105798413,4209703675.77737,1,102
144.651535708569,45.8232062151663,9285333013.29085,2,103
146.254628288104,45.1620957737752,9550600549.58272,3,104
147.66843781063,44.4736966637154,13746284026.3492,4,105
149.409960887683,44.1657422375963,196153352191.446,4,105
144.135725482376,46.9898280391465,2417839843.69205,1,102
144.89438924642,46.6387633226304,29395341599.7026,2,103
146.108712271937,46.0987100603338,19184522056.9869,3,104
147.593132764209,45.2965113958255,26376119280.5598,4,105
144.158687188663,46.1632049335606,18870420496.5761,1,102
144.995936244981,45.7744005688855,67148665145.7407,2,103
146.412519685474,45.2477013359375,41700612369.2154,3,104
148.476755646059,44.5000800087667,62409183924.0303,4,105
150.812401901887,43.9874605676318,854071755773.529,4,105
144.158687188663,47.2632049335606,13050423024.6541,1,102
144.841196421136,46.9648305719741,100048747609.217,2,103
145.860962858388,46.4189712099607,60167824580.3351,3,104
147.056608511141,45.6844136071526,30752894251.7702,4,105
144.936504647968,46.9410223928658,83438686179.9387,1,102
145.224719539565,46.7346747117899,55935245263.7548,2,103
146.441200570897,46.1946214494933,48802750808.6556,3,104
147.811232328163,45.5635575741365,54760730339.7267,4,105
145.258687188663,46.1632049335606,40874795798.0361,1,102
145.595543845626,46.0522224403325,40067227800.6364,2,103
146.759282207969,45.6576119759407,37815557338.3494,3,104
148.311211666631,45.0952052297345,40383783622.6095,4,105
144.936504647968,45.3853874742554,13050423024.6541,1,102
145.617010154173,45.1600248166071,10997297835.1949,2,103
147.306258414009,44.6953056981354,32617362256.8469,3,104
149.07576780574,44.1717998200316,62426035226.6853,4,105
144.158687188663,45.0632049335606,22722106230.7406,1,102
145.277101730645,44.6260647887435,24585647455.2138,2,103
147.200334845763,44.1368148989685,50864516379.1301,3,104
149.422704688515,43.6932880444631,121810509464.998,4,105
143.380869729358,46.9410223928658,14763251596.6701,1,102
144.308626344729,46.5352351865192,54351008125.2324,2,103
145.333333174603,45.9086710384429,37715987104.1355,3,104
146.53651362833,45.05204018909,20444791806.0962,4,105
143.058687188663,46.1632049335606,249616093659.028,1,102
144.14784611726,45.727080856194,2828231741.64322,2,103
145.390937710654,45.0115382299583,5825533601.61886,3,104
146.858853481422,44.3305418970373,17278202579.4857,4,105
148.504861225888,44.184142195537,246552257272.77,4,105
143.380869729358,46.9410223928658,14763251596.6701,1,102
144.308626344729,46.5352351865192,54351008125.2324,2,103
145.333333174603,45.9086710384429,37715987104.1355,3,104
146.53651362833,45.05204018909,20444791806.0962,4,105
145.804065896569,46.8924510579856,52041016315.4047,1,102
145.739442161657,46.8929456793192,70506862565.2153,2,103
146.576243488865,46.4427418101395,41701521175.8352,3,104
147.626959809545,45.8735128967661,38661248477.7289,4,105
145.804065896569,47.9924510579856,32754182385.6436,1,102
145.672652826448,48.0604415885266,16396485082.8669,2,103
146.280028474966,47.7150378192343,33385220648.5229,3,104
146.581883355874,47.6702685172908,41573649785.2559,1,102
146.326337735847,47.7848529980588,41861103198.1032,2,103
146.904065896569,46.8924510579856,34561560719.6913,1,102
146.577180082626,47.1189481107941,29633243625.172,2,103
146.913451179385,46.9194225968854,30387967719.3845,3,104
146.581883355874,46.1146335986803,14052473428.8138,1,102
146.690154782225,46.2759571821683,25394394116.2,2,103
147.21888496113,46.1009624395629,20000740922.3852,3,104
148.464673877391,45.6163574295613,25954492381.6431,4,105
145.804065896569,45.7924510579856,14052473428.8138,1,102
146.000036884927,45.8084769960616,15780306828.7352,2,103
146.93050693119,45.5421813354101,12828821857.9491,3,104
148.479246916086,44.979774589204,13700085428.0424,4,105
145.026248437263,47.6702685172908,23285150656.3046,1,102
145.264806971087,47.5423031823911,39427173725.2929,2,103
145.965984497011,47.1246134716252,24565462061.2411,3,104
144.704065896569,46.8924510579856,18393111404.7031,1,102
145.19465040402,46.6046728283821,20542588570.9337,2,103
146.408209055089,46.0646195660855,17923132834.4893,3,104
147.775011018499,45.4335556907287,20111240201.2079,4,105
145.026248437263,47.6702685172908,23285150656.3046,1,102
145.264806971087,47.5423031823911,39427173725.2929,2,103
145.965984497011,47.1246134716252,24565462061.2411,3,104
145.1987184422,45.9592312723495,43348512022.7441,1,102
145.729919716589,45.7428680692622,31401338559.1693,2,103
147.143813155134,45.3257589684679,55320591114.298,3,104
148.686625173921,44.7633522222618,59077663762.7146,4,105
145.1987184422,47.0592312723495,57542677067.1082,1,102
145.487571701334,46.8528835912736,69489449865.6688,2,103
146.323748597621,46.4026797220938,41099769010.286,3,104
147.37369310244,45.8334508087205,38103367389.9811,4,105
145.976535901506,46.7370487316547,34343628480.4105,1,102
146.027553520962,46.7217217312602,44398376229.8469,2,103
146.746080962295,46.4799568419121,49616780004.2405,3,104
147.888484701798,45.9023090839494,66576895593.6987,4,105
146.2987184422,45.9592312723495,28188904721.2238,1,102
146.406685806784,46.1205548558374,37082804808.6252,2,103
147.172509577631,45.9918637584731,42100050364.2528,3,104
148.415840506295,45.5072587484716,54632247909.518,4,105
145.976535901506,45.1814138130443,10181332640.5409,1,102
146.484902294651,45.1681189475506,15226981750.3927,2,103
147.609490106335,44.9472560171829,29502774570.81,3,104
149.264701749339,44.5192604794197,38232566858.4897,4,105
145.1987184422,44.8592312723495,6506900830.22957,1,102
145.981628199481,44.6370619695454,19368767381.433,2,103
147.599425965652,44.2440481825757,34244589761.9135,3,104
149.594624986111,43.7874576037075,43481115491.6498,4,105
144.420900982895,46.7370487316547,32615436753.8933,1,102
144.999739808034,46.4241591207763,41753754655.0592,2,103
146.209274098964,45.8841058584796,27250094183.2942,3,104
147.687949930898,45.0819071939713,22784070309.0717,4,105
144.0987184422,45.9592312723495,6506900830.22957,1,102
144.932880072465,45.5704269076744,8837450565.96219,2,103
146.58412842546,45.0065686365391,15002284203.9622,3,104
148.63965667877,44.2589473093683,22452435611.1576,4,105
144.420900982895,46.7370487316547,32615436753.8933,1,102
144.999739808034,46.4241591207763,41753754655.0592,2,103
146.209274098964,45.8841058584796,27250094183.2942,3,104
147.687949930898,45.0819071939713,22784070309.0717,4,105
143.43566415322,45.9055592586294,33619541651.3689,1,102
144.322843282856,45.6680037915759,11339321703.7637,2,103
146.114542035819,45.1331760190244,14521262030.4762,3,104
148.351285440279,44.3547823633548,33981613935.6976,4,105
150.681133094957,43.8421629222199,465039515873.311,4,105
143.43566415322,47.0055592586294,7896274192.65306,1,102
144.25604929549,46.7514564073832,34601321794.5049,2,103
145.490616867181,46.1264889367289,19712249653.2696,3,104
147.51275906272,45.2647777501239,31463424078.8323,4,105
144.213481612525,46.6833767179346,6032812004.30482,1,102
144.919772654594,46.47659357938,34838938232.2806,2,103
146.037402052958,45.9976495166022,22737221021.6449,3,104
147.791146418675,45.2405932773917,23599845886.6854,4,105
144.53566415322,45.9055592586294,10503735777.2199,1,102
145.132305409727,45.7340481758541,6717599086.14462,2,103
146.68465714408,45.2928437612353,17843289058.595,3,104
148.615936353623,44.6729566278332,16628222753.9591,4,105
144.213481612525,45.1277417993242,12153147960.5067,1,102
145.206241691685,44.8804611152451,4826890132.32177,2,103
147.092175089249,44.5019625775674,17176046991.076,3,104
149.120957401375,43.8974616084147,32873060245.5456,4,105
143.43566415322,44.8055592586294,21159859605.6805,1,102
144.574536881357,44.5504403399327,31181490075.0371,2,103
146.856871098793,44.4133303979792,14860241964.4919,3,104
149.153787092733,44.069668458602,28440864747.0475,4,105
